TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20241001,90,2.9,2508,25,9.3,1703,27,17.1,1655,20.8,25.0,1020,15.2,2322,11.2,19.2,11.6,55.4,36.0,2119,13.9,3.9,2.8,-9.0,1006.4,1008.5,1012.5,2357,1006.5,1657,8.8,1.2,11.8,-9.0,5.62,0.89,1500,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241001,93,0.8,679,25,2.8,1635,25,5.1,1554,16.2,19.7,1453,9.4,2400,13.6,18.4,7.3,86.0,57.0,1512,15.9,1.4,1.0,-9.0,1000.6,1011.8,1016.5,2351,1009.8,1424,7.1,2.0,11.8,-9.0,4.42,1.08,1400,0.7,0.5,3.52,0.5,832,0.4,908,-9.0,-9,-9.0,-9,-9.0,-9,23.3,24.3,24.7,24.2,21.1
20241001,95,1.3,1090,20,3.3,641,27,6.9,758,16.2,19.8,1610,8.8,2357,11.9,18.7,5.6,78.1,44.0,1733,14.5,2.1,1.5,-9.0,994.2,1012.3,1017.1,2324,1009.4,545,5.9,3.6,11.8,-9.0,6.46,1.24,1300,3.9,0.0,-9.0,2.4,702,1.3,752,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241001,98,1.2,1026,29,3.7,1642,27,7.9,1603,16.4,20.7,1522,10.3,2400,13.3,19.6,7.3,83.3,49.0,1704,15.7,2.2,1.5,-9.0,998.7,1012.3,1016.6,2357,1009.2,515,6.0,3.0,11.8,-9.0,7.25,1.54,1500,2.5,-9.0,-9.0,1.3,734,1.1,802,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241001,99,1.7,1450,34,4.9,1522,34,8.8,1500,16.3,20.3,1425,8.8,2348,12.1,20.7,7.0,78.8,38.0,1626,14.7,2.9,2.0,-9.0,1009.4,1013.0,1017.1,2309,1009.6,500,5.5,3.3,11.8,-9.0,9.02,2.27,1400,2.7,-9.0,-9.0,2.4,432,1.3,504,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241001,100,3.7,3186,29,7.5,1104,27,13.6,1027,13.4,17.9,1010,8.6,2332,11.1,14.1,7.1,86.5,64.0,1632,13.4,2.5,1.7,-9.0,923.8,1011.3,1015.5,2335,1007.3,1425,8.4,1.6,11.8,-9.0,8.59,1.73,1000,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241001,101,1.3,1139,23,5.0,1226,23,9.1,1220,16.8,19.4,1500,10.5,2359,13.0,18.7,6.0,79.6,54.0,1552,15.3,1.6,1.2,-9.0,1002.4,1011.3,1016.0,2332,1009.3,1451,6.9,1.0,11.8,-9.0,4.54,1.08,1400,1.0,0.4,-9.0,0.6,636,0.3,715,-9.0,-9,-9.0,-9,-9.0,-9,24.2,24.6,24.5,21.5,17.8
20241001,102,8.2,7117,34,12.8,1129,34,17.9,1124,16.8,22.7,46,16.0,1119,8.5,19.4,14.2,60.0,34.0,2224,11.5,9.0,6.3,-9.0,1008.8,1013.1,1015.9,2240,1009.8,129,5.8,7.3,11.8,-9.0,16.61,3.01,1200,0.0,-9.0,5.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241001,104,1.4,1197,25,3.4,955,23,8.1,1749,19.9,23.6,1222,13.1,2350,12.5,18.6,9.0,63.1,43.0,1724,14.8,2.4,1.7,-9.0,999.8,1008.4,1012.2,2351,1006.1,1338,8.3,0.5,11.8,-9.0,3.98,0.69,1100,0.0,0.0,0.67,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.1,21.9,22.2,20.3,16.5
20241001,105,3.3,2814,27,5.4,1400,23,11.4,1812,21.7,24.4,1239,17.2,2400,12.3,18.3,13.2,55.6,42.0,1727,14.7,3.5,2.4,-9.0,1005.7,1008.8,1012.5,2353,1006.6,1319,9.0,0.6,11.8,-9.0,4.0,0.6,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.7,23.7,23.6,21.3,18.0
