TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20250301,90,1.4,1202,2,3.5,1554,2,6.2,1552,7.3,13.0,1344,3.1,2333,-0.6,5.5,-2.6,57.9,37.0,924,5.9,2.7,1.9,-9.0,1014.9,1017.1,1019.2,844,1014.5,1455,5.3,4.7,11.4,-9.0,12.0,2.38,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,93,0.6,484,16,1.8,1703,32,2.8,1534,2.5,12.0,1621,-4.3,454,-2.0,1.0,-6.6,74.5,39.0,1634,5.3,1.4,1.0,-9.0,1008.0,1020.0,1023.9,248,1016.1,1511,5.0,3.8,11.4,-9.0,8.6,1.8,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,0.6,3.0,5.8,11.5,14.4
20250301,95,0.6,504,29,2.3,1458,23,4.5,1433,3.7,13.5,1552,-4.8,437,-0.8,1.4,-7.4,76.8,39.0,1553,5.8,1.8,1.2,-9.0,1000.5,1019.8,1023.8,211,1015.8,1610,5.0,5.2,11.4,-9.0,9.68,1.88,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,98,0.6,545,18,2.9,1506,18,4.4,1502,5.5,14.0,1553,-1.3,638,1.4,2.6,-5.9,78.9,45.0,1457,6.8,1.6,1.1,-9.0,1004.5,1018.7,1022.7,222,1015.1,1503,5.1,3.5,11.4,-9.0,8.66,1.68,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,99,0.7,562,20,2.4,1457,11,3.7,943,4.3,13.6,1607,-3.3,339,1.0,2.8,-5.0,81.9,54.0,1543,6.7,1.6,1.1,-9.0,1015.4,1019.2,1022.9,216,1016.0,1646,4.6,3.6,11.4,-9.0,9.01,1.76,1000,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,100,1.3,1149,27,5.7,1426,27,8.9,1420,1.8,12.8,1402,-7.4,654,-5.3,1.1,-13.5,67.5,15.0,1348,4.2,2.7,1.9,-9.0,928.6,1021.2,1026.8,359,1014.2,1627,7.3,4.4,11.4,-9.0,10.74,2.54,1300,0.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,101,0.9,772,29,2.9,1533,32,4.4,1527,3.2,11.5,1716,-3.2,647,-1.4,1.2,-8.4,74.3,44.0,1719,5.5,1.4,1.0,-9.0,1009.7,1019.1,1023.1,302,1015.1,1516,6.5,2.2,11.4,-9.0,8.27,1.86,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.0,4.0,7.0,12.8,16.2
20250301,102,2.8,2377,11,5.5,1316,14,8.1,1310,5.2,9.4,1640,3.2,2028,-99.0,6.4,-1.8,-9.0,-9.0,-9,-9.0,-9.0,-9.0,9.45,1012.8,1017.3,1020.4,103,1014.6,1600,7.1,0.0,11.4,-9.0,6.66,1.15,1400,0.6,-9.0,9.17,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,104,1.1,911,11,2.8,1318,14,4.9,1317,9.9,14.6,1308,6.0,2046,-2.3,7.5,0.8,44.6,26.0,1429,5.4,2.6,1.8,-9.0,1007.6,1016.7,1018.9,102,1013.6,1540,5.4,3.1,11.4,-9.0,10.45,2.06,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,4.2,4.6,6.4,11.0,14.9
20250301,105,1.7,1458,25,3.7,547,25,6.3,341,10.8,16.3,1332,7.1,2319,-0.4,8.0,-0.2,47.8,27.0,1320,6.1,2.9,2.0,-9.0,1013.8,1017.1,1019.3,812,1013.7,1553,6.6,2.7,11.4,-9.0,10.38,2.41,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,5.2,5.5,8.3,13.2,16.9
20250301,106,1.9,1627,23,3.5,351,23,5.3,601,9.4,14.2,1349,4.1,713,-1.3,12.2,-0.3,50.3,23.0,1002,6.1,2.8,2.0,-9.0,1012.5,1017.4,1019.6,108,1014.3,1636,6.9,3.4,11.4,-9.0,10.36,1.98,1400,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,108,2.0,1719,5,3.8,919,5,6.1,918,8.5,13.0,1213,3.4,552,2.7,1.7,-4.9,68.5,48.0,1208,7.5,2.0,1.4,-9.0,1006.9,1017.4,1020.7,202,1013.4,1524,7.4,1.7,11.4,-9.0,7.53,2.3,1100,0.6,0.6,1.5,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.7,3.9,6.1,12.2,15.4
20250301,112,2.1,1818,16,5.8,1501,14,9.5,1515,7.1,11.5,1550,0.7,221,4.0,5.1,-1.1,82.1,62.0,1206,8.2,1.7,1.2,5.72,1009.4,1017.9,1021.5,131,1013.7,1516,8.9,1.9,11.4,-9.0,7.43,2.16,1100,0.5,0.5,2.17,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,3.6,3.9,5.6,10.3,14.7
20250301,114,0.3,290,20,1.7,1628,32,3.7,1722,6.6,13.8,1448,-0.5,532,0.4,3.2,-8.1,66.5,38.0,1410,6.4,1.8,1.2,-9.0,1000.6,1019.0,1022.9,221,1014.4,1630,7.4,2.1,11.4,-9.0,9.29,2.55,1200,0.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,115,3.5,3015,25,6.6,2,27,10.7,1204,11.4,14.9,1602,8.1,518,4.6,-99.0,-9.0,65.5,30.0,2236,8.9,3.1,2.2,-9.0,991.1,1017.6,1020.3,512,1015.0,1650,6.3,4.6,11.4,-9.0,11.15,1.91,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,4.3,5.5,7.1,12.9,15.0
20250301,119,1.2,1006,16,4.8,1606,18,7.2,1549,7.1,13.0,1350,-0.3,358,2.1,3.5,-6.0,72.8,45.0,1234,7.2,1.8,1.3,-9.0,1013.4,1018.3,1021.7,227,1014.5,1608,7.0,1.6,11.4,-9.0,7.64,2.02,1100,0.2,0.2,2.32,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.9,3.7,5.2,10.0,14.7
20250301,121,0.5,436,18,1.8,1657,20,3.2,1653,5.0,14.0,1536,-3.5,608,-1.4,5.6,-9.8,67.6,28.0,1343,5.6,-9.0,-9.0,-9.0,990.4,1020.0,1024.1,236,1015.2,1705,8.0,3.6,11.4,-9.0,-9.0,-9.0,-9,0.1,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,127,0.5,459,7,1.9,1655,9,4.1,1709,4.7,10.9,1545,-2.3,619,0.7,3.9,-5.5,76.6,46.0,1415,6.6,1.3,0.9,-9.0,1004.5,1018.7,1022.0,158,1014.8,1706,7.8,1.6,11.4,-9.0,6.69,1.69,1200,0.6,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,129,1.1,936,7,4.9,1949,5,6.7,1947,6.6,11.6,1153,-0.7,722,5.1,6.0,-5.1,91.0,63.0,1147,9.0,1.0,0.7,-9.0,1014.7,1017.8,1021.5,26,1014.7,1618,8.4,0.2,11.4,-9.0,4.51,1.11,1100,4.3,4.9,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,4.6,5.2,7.7,12.2,17.0
20250301,130,2.2,1916,23,4.3,2010,27,7.0,1922,9.1,14.6,957,3.4,550,0.1,8.5,0.3,54.9,22.0,945,6.5,-9.0,-9.0,-9.0,1011.3,1017.3,1019.8,130,1014.7,1704,7.0,4.1,11.4,-9.0,-9.0,-9.0,-9,0.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,131,0.8,701,7,2.5,936,9,4.1,2324,6.9,9.1,1741,3.0,758,3.1,6.3,-1.4,77.9,59.0,1201,7.8,1.0,0.7,0.25,1011.3,1018.5,1021.5,232,1015.5,1658,7.0,1.2,11.4,-9.0,4.48,1.22,900,2.6,3.1,8.67,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,133,0.7,611,34,2.0,254,2,3.4,1950,6.3,8.7,1232,1.7,652,4.3,5.1,-4.3,88.3,66.0,1212,8.5,0.7,0.5,-9.0,1010.3,1018.6,1021.6,133,1015.8,1708,7.9,1.5,11.4,-9.0,3.5,1.13,900,2.6,2.7,10.58,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,5.9,6.0,7.4,12.1,16.8
20250301,135,0.8,668,5,2.1,2306,16,3.6,950,5.2,9.8,1436,-2.4,725,1.6,3.9,-5.4,78.4,60.0,1444,6.9,1.0,0.7,-9.0,989.2,1019.2,1022.5,152,1016.5,1736,7.3,1.5,11.4,-9.0,4.0,0.74,900,0.2,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,136,0.7,620,29,2.2,1454,27,3.4,1204,5.8,11.1,1305,-2.5,709,0.4,5.7,-5.0,70.1,48.0,1158,6.5,1.5,1.0,-9.0,1002.8,1020.2,1023.2,415,1017.2,1736,7.0,2.8,11.4,-9.0,7.13,1.69,1000,0.1,0.1,3.17,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,137,0.5,425,34,2.8,334,34,5.5,329,5.1,8.8,1432,-1.1,706,1.3,4.7,-5.4,77.9,55.0,1218,6.8,1.0,0.7,-9.0,1006.7,1018.6,1021.3,819,1015.8,1727,8.3,1.7,11.4,-9.0,5.18,1.36,1000,0.3,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250301,138,2.2,1935,23,4.0,1058,27,6.0,1553,13.0,19.0,1505,6.7,712,4.2,14.7,3.0,56.3,38.0,1330,8.4,3.3,2.3,-9.0,1017.2,1017.7,1020.3,133,1015.2,1451,6.0,4.9,11.4,-9.0,11.47,1.9,1200,0.0,0.7,0.08,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,8.0,9.4,10.7,14.1,17.0
