TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20231001,90,2.4,2031,36,5.1,1011,29,7.9,253,19.3,23.1,1445,15.8,638,7.9,19.5,11.7,48.0,35.0,2059,10.8,-9.0,-9.0,-9.0,1010.9,1012.9,1016.0,2400,1008.9,1,0.3,11.0,11.8,-9.0,-9.0,-9.0,-9,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20231001,93,1.2,1048,27,4.7,1432,34,7.6,1446,15.9,23.2,1400,10.2,2353,10.4,19.8,8.3,75.0,28.0,1412,12.8,5.0,3.5,-9.0,1003.6,1014.9,1018.3,2351,1011.6,28,2.8,10.2,11.8,-9.0,20.07,2.83,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.2,23.8,24.1,23.5,20.8
20231001,95,0.9,801,32,3.6,1611,32,7.4,1611,14.6,22.5,1515,9.5,2351,9.5,18.0,7.8,77.3,28.0,1525,11.9,4.8,3.4,-9.0,997.1,1015.5,1018.8,2343,1012.2,1,0.4,9.4,11.8,-9.0,19.53,2.84,1200,0.2,-9.0,-9.0,0.1,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20231001,98,1.0,824,29,3.4,1413,27,9.9,1412,15.9,23.6,1515,10.3,611,9.1,20.4,8.1,68.8,26.0,1519,11.7,4.8,3.4,-9.0,1001.3,1014.9,1017.8,2326,1011.5,1,1.5,10.1,11.8,-9.0,19.51,2.85,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20231001,99,1.0,893,34,3.8,1553,34,7.4,1546,15.7,23.7,1447,9.5,621,9.6,19.0,8.8,71.5,35.0,1645,12.0,4.9,3.4,-9.0,1012.0,1015.6,1018.3,2320,1012.1,1,1.0,10.1,11.8,-9.0,19.62,2.81,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20231001,100,2.4,2035,27,4.9,107,27,8.4,107,11.7,18.1,1517,5.3,2344,7.0,14.4,4.4,74.6,40.0,1520,10.1,4.0,2.8,-9.0,926.5,1015.0,1020.6,2400,1010.0,3,0.8,9.3,11.8,-9.0,17.78,2.99,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20231001,101,1.6,1351,29,4.6,1448,34,8.6,1437,16.5,23.4,1336,11.0,2347,9.7,19.7,7.3,69.6,27.0,1427,12.2,5.1,3.5,-9.0,1005.6,1014.5,1018.0,2347,1011.3,1,1.8,9.1,11.8,-9.0,18.95,2.8,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.4,24.2,24.1,21.7,18.4
20231001,102,4.3,3718,36,8.3,227,34,12.2,325,19.0,23.0,1317,15.2,2012,11.3,22.0,10.2,61.6,47.0,1231,13.5,5.7,4.0,-9.0,1010.8,1015.0,1016.6,2353,1011.5,1,0.1,11.1,11.8,-9.0,20.84,2.92,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20231001,104,1.8,1532,36,4.3,1115,36,7.9,1107,18.7,22.0,1438,15.3,344,8.5,18.9,10.4,52.3,41.0,2312,11.2,5.6,3.9,-9.0,1004.0,1012.8,1015.6,2357,1007.9,9,0.4,10.7,11.8,-9.0,20.14,2.86,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.4,22.3,21.8,17.1,8.9
20231001,105,2.4,2102,25,5.2,1118,11,9.2,1117,19.1,23.7,1521,15.6,556,9.8,22.3,9.8,55.1,39.0,1515,12.1,6.1,4.3,-9.0,1010.1,1013.3,1016.2,2357,1008.6,23,0.4,11.0,11.8,-9.0,18.84,2.71,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.3,23.2,22.8,20.6,17.6
