TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20240201,90,3.0,2610,7,5.9,935,7,10.2,957,-0.1,4.9,14,-2.5,2302,-2.6,0.0,-1.6,83.0,48.0,52,5.0,-9.0,-9.0,-9.0,1026.5,1028.8,1031.8,1844,1022.1,52,8.3,0.0,10.3,-9.0,-9.0,-9.0,-9,2.6,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20240201,93,1.5,1328,5,5.6,1553,7,11.0,1552,0.0,7.5,1402,-6.4,708,-6.9,0.5,-8.9,62.6,33.0,1403,3.7,2.5,1.7,-9.0,1015.0,1027.2,1028.9,2126,1024.4,1428,6.0,7.6,10.3,-9.0,12.46,2.14,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,0.6,3.4,6.5,12.5,14.8
20240201,95,2.0,1697,5,5.2,1629,36,9.3,1645,-0.2,6.8,1503,-5.5,806,-4.8,0.0,-10.1,73.3,43.0,1526,4.3,2.2,1.5,-9.0,1007.5,1027.2,1029.0,824,1024.6,1428,6.4,8.5,10.3,-9.0,11.89,1.98,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20240201,98,1.1,987,34,2.4,921,34,6.0,953,1.4,7.9,1423,-2.8,731,-4.6,1.3,-6.3,66.5,37.0,1453,4.4,1.8,1.3,-9.0,1011.9,1026.5,1028.3,934,1024.2,1420,5.5,7.8,10.3,-9.0,11.01,1.98,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20240201,99,1.7,1458,2,3.8,500,2,5.7,500,0.5,6.2,1522,-3.8,626,-4.7,0.3,-6.2,69.1,45.0,1543,4.3,1.9,1.4,-9.0,1023.3,1027.2,1029.0,806,1025.3,1430,6.3,8.5,10.3,-9.0,11.34,2.01,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20240201,100,2.1,1814,9,4.8,1350,9,8.1,1422,-5.8,-2.5,1153,-8.9,522,-6.8,-2.4,-3.6,92.4,83.0,16,3.7,0.5,0.3,-9.0,934.1,1030.0,1032.7,1929,1026.8,403,8.4,-9.0,10.3,-9.0,4.05,0.83,1200,0.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20240201,101,2.2,1902,5,5.6,1427,5,9.6,1617,0.5,7.8,1306,-6.0,648,-5.4,-0.2,-10.6,67.8,39.0,1310,4.1,2.6,1.8,-9.0,1016.8,1026.5,1028.2,2108,1023.6,1427,6.0,7.1,10.3,-9.0,11.34,1.95,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,4.9,8.1,13.9,16.9
20240201,102,8.4,7286,36,11.4,529,36,17.4,619,-3.0,-0.6,1,-4.1,758,-9.6,-1.5,-5.1,60.6,50.0,1222,3.0,2.3,1.6,-9.0,1023.3,1028.0,1030.1,900,1026.4,1,3.8,7.8,10.3,-9.0,14.05,2.3,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20240201,104,1.3,1127,32,3.5,634,34,6.0,627,0.5,4.9,26,-1.4,2046,-1.2,0.0,-2.2,88.6,47.0,1,5.6,0.3,0.2,-9.0,1018.6,1028.1,1031.3,1928,1021.7,23,8.6,0.0,10.3,-9.0,0.44,0.1,1200,12.4,12.5,15.97,-9.0,-9,-9.0,-9,-9.0,-9,8.8,2400,11.3,2400,1.7,4.7,7.1,12.0,15.5
20240201,105,1.5,1305,7,3.3,305,14,7.1,1114,1.1,6.2,24,-0.8,2154,-1.0,-0.1,-1.5,86.1,44.0,2,5.7,0.4,0.3,-9.0,1025.2,1028.6,1031.8,1942,1022.2,29,8.1,0.0,10.3,-9.0,0.63,0.11,1200,9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.7,4.9,7.6,13.4,16.5
