TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20241201,90,2.3,2030,29,5.6,520,29,9.4,515,9.6,13.1,1409,4.2,754,0.3,5.2,0.4,53.3,40.0,1035,6.3,2.4,1.7,-9.0,1012.7,1014.8,1016.6,1019,1013.8,3,5.0,6.4,9.7,-9.0,7.74,1.28,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,93,0.4,356,23,2.3,1405,18,3.3,1359,4.3,7.7,1329,1.4,8,2.5,4.9,-0.2,88.9,72.0,1331,7.3,0.9,0.6,-9.0,1005.7,1017.6,1019.6,1043,1016.1,1941,7.9,2.7,9.7,-9.0,5.84,1.46,1200,0.0,0.3,1.5,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.0,11.4,15.5,20.3,20.2
20241201,95,0.4,313,11,1.4,2204,11,2.5,2159,3.8,8.9,1521,-1.3,656,2.4,4.6,-5.6,91.8,68.0,1522,7.3,0.9,0.6,-9.0,998.0,1017.2,1019.4,859,1015.5,1649,6.5,3.5,9.7,-9.0,5.73,1.2,1100,2.3,2.3,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,98,0.5,425,18,2.0,1619,25,4.6,2108,4.8,10.0,1603,-0.3,231,3.6,5.0,-4.4,93.0,73.0,1428,8.0,0.9,0.6,-9.0,1002.2,1016.5,1018.7,851,1014.8,1627,7.5,0.3,9.7,-9.0,5.34,1.1,1100,1.5,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,99,0.8,658,7,3.6,441,7,5.4,436,3.3,8.1,1557,-2.8,320,2.7,4.4,-4.5,96.4,83.0,1551,7.5,0.7,0.5,-9.0,1013.1,1017.0,1019.0,853,1015.2,1959,6.4,0.0,9.7,-9.0,4.55,0.94,1200,0.2,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,100,2.6,2269,27,6.1,1344,27,9.8,1342,2.6,7.0,1326,-1.8,738,-0.8,1.9,-7.3,80.3,44.0,1200,5.8,1.8,1.3,-9.0,925.7,1017.5,1020.0,835,1015.4,1420,5.4,7.4,9.8,-9.0,9.18,1.56,1100,0.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,101,0.5,410,18,2.1,1215,20,2.9,1214,4.3,7.5,1325,2.0,243,1.8,4.5,-1.8,84.1,73.0,1323,7.0,0.9,0.6,-9.0,1007.5,1016.9,1018.9,910,1015.4,1941,7.3,0.8,9.7,-9.0,5.39,1.32,1200,0.1,0.2,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,8.1,13.6,16.7,19.1,18.3
20241201,102,3.7,3219,14,5.8,941,11,8.6,1534,9.0,12.2,2308,7.0,219,6.8,7.5,4.1,86.3,64.0,1,9.9,1.1,0.8,-9.0,1008.7,1013.1,1015.2,955,1011.2,1750,6.0,0.0,9.7,-9.0,2.65,0.4,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,104,1.1,919,18,2.6,2229,16,5.1,2142,9.2,13.1,1345,2.4,620,0.8,4.9,-2.3,56.6,38.0,1139,6.5,2.1,1.5,-9.0,1005.6,1014.8,1016.4,910,1013.8,121,5.3,6.4,9.8,-9.0,8.18,1.41,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,6.1,12.2,15.4,18.1,17.5
20241201,105,1.7,1446,23,3.8,1602,23,7.6,411,10.5,14.9,1340,5.5,47,1.4,5.8,-2.0,54.8,32.0,1357,6.8,2.2,1.6,-9.0,1012.0,1015.3,1017.0,1027,1014.1,1418,5.3,6.8,9.8,-9.0,8.47,1.56,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,8.1,12.9,17.2,19.6,19.4
20241201,106,1.8,1570,29,4.6,48,34,7.9,17,9.9,14.4,1156,4.7,531,1.3,6.7,-2.6,56.3,39.0,1153,6.7,2.6,1.8,-9.0,1010.5,1015.4,1017.2,939,1014.3,111,5.1,7.6,9.8,-9.0,9.6,1.75,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,108,2.4,2086,5,4.0,953,7,5.8,904,5.2,8.2,1411,1.6,444,3.4,4.8,-4.7,89.3,78.0,1422,7.8,1.1,0.8,-9.0,1004.9,1015.4,1017.3,1017,1013.8,1722,5.9,2.4,9.8,-9.0,7.01,1.58,1100,0.5,0.5,2.08,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,5.3,1,9.1,13.0,16.4,19.4,19.8
20241201,112,2.2,1917,16,4.5,1954,16,6.7,1946,6.8,10.0,1509,3.0,613,4.8,5.8,-0.2,87.8,74.0,1515,8.6,1.4,1.0,-9.0,1007.1,1015.5,1017.5,1009,1013.8,1721,5.8,2.8,9.8,-9.0,7.13,1.39,1100,2.3,2.3,2.83,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,4.3,1,8.4,11.3,14.9,18.5,18.0
20241201,114,0.2,214,2,1.5,458,2,2.0,456,4.2,8.3,1425,0.8,557,2.5,5.5,-2.8,90.0,70.0,1445,7.4,0.9,0.6,-9.0,998.8,1017.3,1019.1,854,1015.6,1848,7.4,1.3,9.8,-9.0,5.84,1.19,1400,0.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,115,2.5,2127,25,5.1,1331,5,9.4,1126,10.7,13.8,1308,9.3,724,3.0,8.3,5.4,59.9,45.0,1327,7.7,2.7,1.9,-9.0,988.8,1015.3,1016.8,1018,1012.9,24,6.4,4.2,9.8,-9.0,8.14,1.88,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,11.2,14.7,16.4,18.4,16.8
20241201,119,1.0,885,9,2.9,1111,9,3.9,1108,3.4,8.9,1337,-2.4,555,1.6,2.6,-0.3,89.3,70.0,1334,7.0,1.0,0.7,4.27,1011.3,1016.3,1018.0,1007,1014.7,1646,5.5,2.5,9.8,-9.0,6.96,1.36,1100,0.4,0.4,1.5,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,12.7,1,7.7,12.0,15.2,18.7,17.8
20241201,121,0.4,321,27,1.1,646,34,1.8,1227,3.9,8.8,1458,0.3,642,2.9,4.6,-2.3,93.9,75.0,1459,7.6,-9.0,-9.0,-9.0,988.3,1017.8,1019.9,931,1016.3,1457,7.3,1.1,9.8,-9.0,-9.0,-9.0,-9,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,127,0.4,320,9,1.2,2232,9,2.2,2228,3.7,8.3,1537,0.3,617,2.9,5.5,-1.9,94.8,81.0,1621,7.6,0.7,0.5,-9.0,1002.5,1016.7,1018.7,1038,1015.2,1742,7.0,1.0,9.8,-9.0,4.32,1.12,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,129,0.8,706,18,2.8,1347,18,4.8,1331,7.3,12.7,1454,1.5,411,5.7,7.6,-2.3,90.6,72.0,1219,9.3,1.0,0.7,-9.0,1012.5,1015.6,1017.3,1026,1014.2,1517,6.0,1.6,9.8,-9.0,5.6,1.17,1200,0.9,0.9,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,9.1,12.9,16.7,19.2,20.3
20241201,130,2.0,1727,14,3.3,1329,9,6.8,1445,9.0,14.2,1459,2.3,623,1.9,7.1,-0.9,63.3,35.0,1027,7.0,-9.0,-9.0,-9.0,1009.9,1015.9,1017.5,922,1014.4,8,5.8,6.7,9.8,-9.0,-9.0,-9.0,-9,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,131,0.5,417,5,2.1,628,9,2.8,1614,6.5,11.5,1535,1.5,727,3.2,7.0,-1.4,80.1,64.0,1329,7.8,1.1,0.7,-9.0,1009.1,1016.4,1018.3,1009,1014.8,1613,5.1,2.0,9.9,-9.0,6.11,1.21,1200,0.1,0.1,0.5,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,133,0.7,609,23,2.5,1344,18,5.0,1314,7.6,13.0,1246,2.4,700,4.1,6.5,-1.8,80.0,56.0,1205,8.2,1.3,0.9,-9.0,1008.1,1016.4,1018.2,948,1014.8,1732,6.0,3.5,9.9,-9.0,6.66,1.65,1100,0.0,0.0,0.83,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,10.1,13.8,16.4,19.9,19.7
20241201,135,1.5,1254,25,4.9,1249,27,8.1,113,7.5,13.0,1355,2.0,652,3.1,8.3,1.9,74.9,54.0,1350,7.7,1.6,1.1,-9.0,987.0,1016.7,1018.4,847,1015.0,1638,6.3,3.9,9.9,-9.0,7.51,1.65,1100,0.1,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,136,0.7,591,27,2.8,1457,27,4.6,1449,6.0,13.3,1435,-1.0,618,2.4,4.8,-3.5,79.6,54.0,1459,7.3,1.6,1.1,1.0,1000.6,1017.9,1019.9,924,1016.3,1439,6.5,5.7,9.9,-9.0,9.18,1.75,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,137,0.6,507,27,1.9,317,27,3.7,314,7.5,14.3,1411,1.5,630,3.3,6.8,-1.7,76.8,53.0,1455,7.8,1.4,1.0,-9.0,1004.2,1015.9,1017.9,1005,1014.4,1527,5.0,4.4,9.9,-9.0,8.12,1.6,1100,0.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,138,2.2,1919,27,4.8,1356,27,8.1,1353,10.5,15.0,1416,6.7,728,1.7,7.3,1.0,55.4,40.0,1447,7.0,2.9,2.0,-9.0,1015.9,1016.4,1018.2,1010,1015.2,1525,5.4,8.1,9.9,-9.0,10.56,1.83,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,13.2,16.6,18.0,19.6,18.9
20241201,140,1.6,1415,14,3.8,2232,14,5.0,2231,8.1,13.7,1453,3.4,735,5.1,7.3,-1.4,82.5,61.0,1446,8.8,-9.0,-9.0,-9.0,1013.5,1016.9,1018.6,1020,1015.4,1537,6.3,1.1,9.9,-9.0,-9.0,-9.0,-9,0.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,143,0.8,691,11,2.3,2304,11,2.9,2256,8.2,15.1,1557,2.2,707,2.4,6.7,-2.0,69.5,43.0,1527,7.3,1.9,1.4,-9.0,1010.1,1016.8,1018.4,1008,1015.0,1603,4.6,7.8,9.9,-9.0,9.77,1.66,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20241201,146,1.5,1256,16,2.3,536,18,5.0,1754,9.4,15.2,1525,5.1,405,4.9,7.2,-1.5,74.5,51.0,1555,8.7,1.5,1.0,-9.0,1009.0,1016.4,1017.9,1007,1014.6,1514,5.6,2.6,9.9,-9.0,5.47,0.88,1000,0.6,0.6,1.17,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
