admi_cty_no,legal_dong_code,city_name,gu_name,dong_name
41830320,4183032000,경기도,양평군,강하면
41830330,4183033000,경기도,양평군,양서면
41830340,4183034000,경기도,양평군,옥천면
41830350,4183035000,경기도,양평군,서종면
41830360,4183036000,경기도,양평군,단월면
41830370,4183037000,경기도,양평군,청운면
41830380,4183038000,경기도,양평군,양동면
41830395,4183039500,경기도,양평군,지평면
41830400,4183040000,경기도,양평군,용문면
41830410,4183041000,경기도,양평군,개군면
